'cichlasoma'	0
Disconectes	1140B3A
Disconema	14F52C2
Disconeura	CCFA50
Disconorbis	15D95E5
Discopeltis	54ED5F
Discophallus	F97429
Discophlebia	EB44A6
Discophora	E83ECF	1FB77F5
Discophorellus	5D23F8	A334BC
Discophorus	5D2473
Discophrya	22BE7C7
Discophyton	138F19D
Discoplax	10EE450
Discopleura	19763A0
Discoplis	19763F8
Discopodium	22290D5
Discoporella	11AA40F
Discoppia	2D3AD8
Discopsis	1488BBE
Discoptera	423F26
Discopteromyia	90556F
Discoptila	767EB
Discopulvinulina	15DA2A5
Discopus	4B77FE
Discopyge	131CFB0
Discopygiella	822C5F
Discopyle	1600AD1
Discoramulina	15C9912
Discorbia	15D8A6E
Discorbina	15D9636
Discorbinella	15DA32D
Discorbinellopsis	15BE830
Discorbinita	15BE85C
Discorbinoides	15DA4BD
Discorbis	15D98DB
Discorbites	15BE880
Discorbitina	15DA548
Discordia	ED13E0
Discordipinna	1245078
Discordiprostatus	7687B
Discorehmia	1738103
Discorhabdella	1569DF4
Discorinopsis	15E5C29
Discorsobopyrus	112CF8C
Discorsopagurus	10FDB45
Discoscelis	6A88C3
Discosema	E1B579
Discosia	17CD250
Discosiella	16DE0EF
Discosiellina	1638F61
Discosiopsis	17CD496
Discosiospora	160EA4E
Discosmoecus	768A8
Discosoma	139E8D1
Discosomoides	768CA
Discospermum	1F7907E
Discosphaera	160EA70
Discosphaerina	17D43B2
Discosphyria	768FA
Discospirina	15EB9A4
Discospora	18B55F9
Discosporella	160EA97
Discosporiella	160EAB7
Discosporina	1638F91
Discosporiopsis	160EADB
Discosporium	1638FDD
Discostegia	1976417
Discostigma	197643D
Discostroma	17CD4E8
Discostromella	160EB02
Discostromopsis	160EB29
Discosuctobelba	7691F
Discosura	12D9473
Discotathra	FDD2E5
Discote	9BA725
Discotectonica	143C473
Discotenes	3A9F5D
Discotettix	1022FEA
Discoteuthis	1437B82
Discotheciella	1639099
Discothecium	160EB6E
Discothorax	3D8560
Discothyrea	BD6B10
Discothyris	D0D099
Discotrema	120E6C7
Discotricha	22BD33B
Discotrichoconcha	1470B63
Discoverytrema	154A07E
Discovium	19764A7
Discoxylaria	17D75E1
Discozantaena	6B86BC
Discozythia	16390C4
Discradisca	119C2C2
Discretitheca	1FF4072
Discrevinia	1481698
Discula	1789D31
Disculiceps	151089B
Disculina	165886E
Disculoides	1782159
Discurea	19764D0
Discurria	1449FE1
Discus	76948
Discyphus	1B68B1A
Disecocarpus	19764ED
Diseira	76964
Disella	197651A
Diselma	224253E
Disema	76986
Disematostoma	22BF9C1
Disembolus	21FCEC
Disemma	197655A
Diseoblax	4B7897
Disepalum	2069843
Disepholcia	EB4F33
Diserneston	197663C
Disgrega	1976669
Disgregus	4B78DF
Disholcaspis	B873AE
Disialacaecilia	1071ED2
Disinstylis	1976688
Disiphon	9AA6D7	19766A9
Disjunctio	769AF
Diskyphogyne	19766C8
Dismidila	D0D0FD
Dismodicus	21FE02
Dismodix	C14D3B
Dismophyla	1976707
Dismorphia	EBAB82
Disocactus	1E186A3
Disodea	1976726
Disodontogenus	67D2F1
Disoidemata	CCFACB
Disolenia	15FCFD8
Disoma	769CF
Disonycha	56BF21
Disoon	1976743
Disophrys	B2E856
Disopsocus	1081D86
Disostinus	5D24CA
Dispar	DAF923
Dispara	1976783
Disparagalumna	2C82C5
Disparago	1D1D30D
Disparalona	2F402D
Disparctia	CCFB20
Disparella	113635C
Disparia	E6C721
Disparichthys	76A1F
Disparithelphusa	11144B6
Disparocypha	F7DEFF
Disparomitus	F5B387
Disparoneura	F94BE0
Dispeltophorus	19767A3
Disperanthoceros	19767CC
Disperis	1B68B69
Disperma	178CEA5	19767F5
Dispermotheca	19768CB
Disphaerona	3A9FF7
Disphenia	197690E
Disphericus	423F97
Disphlidus	76A42
Dispholidus	134F5CA
Disphragis	E6C79C
Disphyma	1DFEFF8
Disphysema	72D2A7
Dispio	1E1825
Dispira	14EB3F4	18DF688
Dispirella	14EB43F
Dispiron	19F424
Disporella	11BB1C8
Disporocarpa	197695D
Disporopsis	1B1FEF9
Disporotrichum	17E48E0
Disporum	1BDF0C8
Disracha	E6CBC2
Dissanthelium	1C4B1F2
Dissaporus	4B7926
Disselia	EA0F78
Disseta	116CEB0
Dissiliaria	20C84DE
Dissimilidiplosis	7BDA36
Dissiminassa	10CC65F
Dissitimurus	16390EF
Dissmeryngodes	781940
Dissoacremoniella	1639119
Dissocarpus	1E0D8A7
Dissochaeta	2115EE1
Dissochondrus	1C4B337
Dissoconium	168437C
Dissoctena	EC0C0E
Dissoctenioides	EC0C88
Dissodactylozoea	76A61
Dissodactylus	110A5FD
Dissoderma	160EC0B
Dissogenes	13CBB95
Dissolena	1976981
Dissoleucas	3AA06C
Dissomatus	76ABA
Dissomeria	20CEBC0
Dissomma	76ADD
Dissona	1480924
Dissonema	76AFA
Dissonus	11871D3
Dissopachys	4B7993
Dissopetalum	19769A5
Dissophora	18E3306
Dissoprumna	F3B8E1
Dissoptera	9151AE
Dissoptila	D3B8F5
Dissopygus	5D2513
Dissorhina	2D3B3D
Dissorhynchium	19769CB
Dissosaccus	1543373
Dissosira	76B1A
Dissosperma	19769F1
Dissosteira	FA792E
Dissostichus	1259E6F
Dissosticus	76B5A
Dissothrix	1D1D3D8
Dissotis	211632E
Dissotrocha	1578E3A
Distachys	76B88
Distagmos	EBD494
Distansescharella	11A986B
Distantada	A2181F
Distantalna	A21870
Distantasca	76BA9
Distantessus	9DCB0F
Distantia	9DCB56
Distantiana	AA0C24
Distantina	9BA76A
Distantinia	A60ED3
Distantobelus	AA5193
Distaplia	12CF186
Distarcon	22BB6F6
Distasis	1976A16
Distathma	C14D97
Distaxia	1976A4E
Distefanaster	76BD6
Disteganthus	1BF1FAB
Distegia	1976A6D
Distegocarpus	1976AA7
Disteira	76BFB	1976AF0
Distellifer	76CCA
Distemma	1976B0F
Distemon	1976B53
Distemonanthus	1EE5D0C
Distenia	4B79EB
Disteniazteca	4B7F0D
Distephana	1976BE9
Distephania	1976C7E
Distephanus	1D1D43B
Dister	424099
Disterepta	1976CA3
Disteria	22A88B3
Disterigma	1E7B16B
Disterna	76CEC
Disternopsis	4B7F61
Distiacanthus	1976CC2
Distiana	ABB73A
Distichella	1976CFE
Distichia	1C27788
Distichirhops	20C0270
Distichium	1AAFB64
Distichlicoccus	AC31A2
Distichlis	1C4B386
Distichocera	4B7FEA
Distichochlamys	1C9CFD7
Distichodina	76D31
Distichodura	76D58
Distichodus	11DA405
Distichogorgia	1391301
Disticholiparis	1976D2B
Distichomyces	16F1CF1
Distichona	94166D
Distichopathes	139C9ED
Distichophis	76D7A
Distichophora	8B26B5
Distichophyllidium	1AB5218
Distichophyllum	1AB6C0F
Distichopis	399117
Distichopora	13AE43E
Distichoptera	76D9C
Distichoptilum	139F585
Distichorchis	1976EDB
Distichoselinum	19770C3
Distichostemon	19770EC
Distichotyphis	14AFCAD
Distichurus	76DC0
Distichus	4240E6
Disticta	E1B5BF
Distictella	1977159
Distictis	1977292
Distictus	C14E28
Distigma	76DE4
Distigmatus	76E02
Distigmoptera	56C0FD
Distilirella	B2ECE5
Distillus	76E24
Distimake	19773C9
Distimus	19773E7
Distincaleyrodes	9AA726
Distioculus	117A1E3
Distipsidera	424363
Distira	76E4E
Distocader	AE00C0
Distocambarus	10E2C94
Distocercospora	168B6AD
Distocupes	58046E
Distocyclus	1210CBF
Distoecha	1977413
Distoechodon	11EDE2D
Distoechurus	132E264
Distoechus	76F52
Distolambrus	1104C43
Distolasterias	13C2103
Distoleon	F6FC4F
Distolomyces	16F1D4E
Distoma	76F77
Distomaea	1977437
Distomischus	1977467
Distomocarpus	19774A9
Distomus	12D3BDB
Distonemurus	F7031A
Distoneura	D5EF0A
Distophora	76FE8
Distoplectron	F70367
Distopyrenis	16EA1CA
Distorimula	17CD65B
Distorsio	1481371
Distortia	ED144F
Distortrix	7700A
Distostylus	97C795
Distremocephalus	70CF49
Distrepta	19774CF
Distreptus	19774EF
Distrianthes	21C8F93
Districtodesmus	33C1A5
Distrigidius	42446A
Distugonia	77034
Distyla	77057
Distylaphis	3731FB
Distylia	77096
Distylidia	770D3
Distyliopsis	2212624
Distylis	1977545
Distylium	22126AB
Distylodon	1B69065
Distylopus	CAE68C
Distylopyga	770FA
Disymploce	39915F
Disynaphia	1D1D5D7
Disynstemon	1EE5D5D
Disyringa	15545ED
Dita	EA0FC0
Ditactorrhochma	7711B
Ditaenia	7714A
Ditangifibula	163914A
Ditangium	189AE4A
Ditanytarsus	7716B
Ditassa	1F3D6FD
Ditaxis	F6B489	209100B
Ditaxodon	134F60C
Diteilis	1977566
Ditela	771B4
Ditelesia	197760C
Ditepalanthus	1DBEAF5
Ditereia	197762D
Ditha	2BAF60
Dithalama	D5EF90
Ditheca	197764E
Dithecina	1977683
Dithecodes	D5EFF7
Dithela	FFF0E4
Dithella	2BB03E
Dithozetia	160EC47
Dithrix	1B690B1
Dithryca	96DDD7
Dithyrea	1DDDDF7
Dithyridanthus	19776C2
Dithyrocarpus	19776EA
Dithyrostegia	1D1D6E9
Ditiola	18A0F6C
Ditmaria	1977797
Ditoca	19777C1
Ditomaga	19777DD
Ditomogaster	771D0
Ditomostrophe	19777FC
Ditomus	4244B2
Ditomyia	81A939
Ditopella	1789F59
Ditopellina	17906D1
Ditopellopsis	178A01D
Ditora	A45AE0
Ditoxia	1977824
Ditrachybothridium	150E3DE
Ditrachyptera	ED1496
Ditramexa	1977856
Ditrema	1240340
Ditremaster	771F6
Ditremexa	197787A
Ditremis	160EC69
Ditricha	7723F
Ditrichophora	84782B
Ditrichopsis	1AAFC4E
Ditrichospermum	19778E8
Ditrichum	1AAFCA2
Ditrigona	D2B6BD
Ditrigonophora	77261
Ditrita	197790E
Ditroche	197793E
Ditrogoptera	E1B601
Ditropichthys	11D0624
Ditropinotella	C91FAB
Ditropinotus	CAF2B4
Ditropis	A5557B
Ditropsis	A55625
Ditrupa	1DC4B2
Ditrypa	7728D
Ditrysinia	2091392
Ditta	20913FB
Dittelasma	197795C
Dittoceras	1F3DE98
Dittomesia	11B47EA
Dittopternis	FA7A16
Dittostigma	197797A
Dittozus	772B3
Dittrichia	1D1D747
Dituilis	197799E
Ditula	F220A1
Ditulima	19779BF
Ditylenchus	14FDA0B
Dityloderus	772D4
Ditylometopa	9055CE
Dityloura	326697
Ditylus	70719D
Ditypophis	13698AF
Diuca	12EBF16
Diuncustoma	33EE75
Diura	106A5F5
Diuranthera	1B1FFB3
Diuraphis	373244
Diurella	77334
Diuris	5D257F	1B69107
Diurnea	EA1005
Diuroglossum	19779DC
Diuronotus	13F409E
Diurospermum	1977A00
Diurus	3D85AD
Divacuma	10D96AD
Divaena	E1B64C
Divalinga	1406189
Divalucina	140620E
Divana	CF0CE6
Divandu	1233EE4
Divanella	150684E
Divaricella	140625F
Divarilima	1404AF3
Divarinychus	7737A
Divariscintilla	1421F42
Divellomelon	14D2C5F
Diverosiphum	773A1
Diversiarum	1977A20
Diversibranchus	1E7B07
Diversicornia	773C4
Diversicrus	AC3277
Diversidoris	14C7F2F
Diversinervus	B8F617
Diversispora	18DE449
Diversivalva	CF9327
Diversohamulus	1517E15
Dives	12F2795
Diviana	ED14E6
Divinia	1639178
Divitiaca	ED1540
Divitiacus	9DCBB4
Divna	C92012
Divus	9DCBFA
Dixa	81ACE4
Dixanaene	CCFB7A
Dixeia	EBAD45
Dixella	81B243
Dixianus	9DCC48
Dixidesmus	3386AD
Dixidium	18E207E
Dixioria	3409BE
Dixiphichthys	773EB
Dixiphistes	77419
Dixiphistops	77441
Dixippus	77465
Dixoa	F03101
Dixomyces	16F1DC9
Dixoncus	5D25C7
Dixonia	1AA9708
Dixonina	77659
Dixonius	13608FE
Dixonotus	F5B460
Dixophlebia	CCFBC3
Dixophyllum	160EC9D
Dixus	42452D
Diyaminauclea	1F79187
Diyllus	FFF13A
Dizonias	77683
Dizoniopsis	143F87F
Dizonium	1977A4F
Dizonyctus	22AFAF0
Dizygandra	1977A71
Dizygomyza	776C1
Dizygostemon	2038BAC
Dizygotheca	1977A94
Djabiria	4B80B2
Djadjoua	6DFB07
Djafouna	6DFB57
Djakonovia	777B1
Djalmabatista	7E9670
Djaloniella	1F5C918
Djeddea	777D5
Djeziraia	1529C24
Djinga	20C9823
Djokoiskandarus	1365AF7
Dlabolaiana	9DCC8D
Dlabolaracus	9DCCD7
Dlusskyidris	BD6C41
Dnopherula	FA7ABE
Doa	D2A69E
Doaphius	3BB892
Doassansia	18A15ED
Doassansiella	160ECBD
Doassansiopsis	18CF08D
Doassinga	18A1843
Dobbertiniopteryx	105C8E8
Dobellina	22A305C
Dobeniella	22A49F6
Dobera	1DFA2B4
Doberes	DAF968
Dobinea	21D971A
Dobla	777F4
Doblina	F703C9
Dobodura	4246C1
Dobrowskya	1977B71
Dobsonia	1328439
Dobunabaa	AEF7EB
Docalidia	9DCD24
Docanthe	1977C22
Dochafa	1977C3D
Dochmiocera	905620
Dochmiopus	160ECE0
Dochmiotrema	152DBF5
Dochmolopha	160ED00
Dochmonota	748409
Dochorhynchus	5D260D
Dochturovia	77817
Docidocercus	FFF1A2
Docidomyia	79F31F
Docidophryne	7783C
Docimodus	1233F33
Dociostaurus	FA7C78
Docirava	D5F0EC
Dockrillia	1977C58
Doclea	77860	F4343C	10EA843
Docleomorpha	F43483
Docleopsis	F434CD
Docodesmiella	324684
Docodesmus	33C1F8
Docohammus	4B80FB
Docohamus	77907
Docolamia	4B8164
Doconesthes	1577553
Docophoroides	1059327
Docophthirus	105A346
Docorhinus	5D265C
Docosaccus	157654B
Docosia	89C90E
Docostoma	CEB3AC
Docotettix	9DD23B
Docus	7792A
Docyna	E6CC15
Docynia	21A1B79
Docyniopsis	1977DE6
Doda	9DD283
Dodacles	6C173B
Dodartia	2021620
Doddanusia	B8F6F4
Doddiana	ED159B
Doddiella	CA4777
Doddifoenus	C92056
Doddosia	79F3DD
Doddsia	106C8BF
Dodecaceria	1E6DCA
Dodecadenia	205AA78
Dodecadicyema	13C055C
Dodecahema	2154C03
Dodecaibidion	4B81AA
Dodecalana	113192C
Dodecamastus	1AF203
Dodecas	1977E33
Dodecasciara	8EBED7
Dodecaseta	1AF247
Dodecasperma	1977E52
Dodecastemon	1977E77
Dodecastichus	5D26A4
Dodecastigma	2091457
Dodecatheon	1E9CFFA
Dodecatoma	70F72B
Dodechariesthes	4B820E
Dodecocerus	4B825D
Dodecolopoda	1199806
Dodecosis	4B82A7
Dodekablennos	12268EC
Dodekaporus	779C0
Doderia	312353
Doderleinia	779E2
Doderoa	77A12
Doderotrechus	424703
Dodgea	160ED21
Dodgeisca	8DC454
Dodia	CCFC1B
Dodona	77A39	DDAB07	EE9C4B
Dodonaea	21FC62E
Dodonidia	E83F6D
Dodophotis	10C61FA
Dodsonia	1977E9C
Doederleinia	122118D
Doedycorrhynchus	7051E8
Doellia	1D1D7BB
Doellingeria	1D1D811
Doellochloa	1977EC2
Doenitzius	21FE7A
Doeothena	3AA0DA
Doeringia	77A6D
Doeringiella	B0449C
Doerpfeldia	2194F88
Doerriena	1977EE6
Doerrienia	1977F04
Doerriesa	E1B690
Doesburgia	4B82FC
Doesus	4B8346
Doetes	5D2706
Dofleinia	13884A7
Dogania	138665F
Doghmiella	77A8E
Dogielinotus	10C7825
Dognina	E6CC5B
Dogninades	E1B6D5
Dogodelphax	A5566B
Dogonia	78199A
Dograna	AA5241
Doguetia	166B4AC
Dohertya	CCFC5D
Dohertyorsidis	4B839D
Dohrnigma	8B2708
Dohrniphora	8B274A
Dohukia	9DD2D0
Doidesmus	3208D5
Doidixodon	77AAF
Doidyrhynchus	5D2764
Doiichthys	77AD5
Doilene	34F0E7
Doimon	110FDEB
Doina	EA1071
Doirania	CB3BA9
Doithrix	7E9700
Doius	77AFB
Dokdonella	15BBE7D
Dokdonia	15992C7
Dokhtouroffia	4B83F2
Dokmaia	163919F
Dokonemertes	15020DC
Dokuma	77B3C
Dolabella	146144A
Dolabellopsocus	1074915
Dolabra	16588D3
Dolabraulax	B2ED46
Dolabrifera	14614A9
Dolabrifolia	1977F27
Dolabritor	21FEC9
Dolaerenica	77B68
Dolania	996EA6
Dolapex	14D7769
Dolasterope	118B8B3
Dolatettix	1023070
Dolba	EFC43B
Dolbina	EFC48C
Dolbinopsis	EFC50D
Dolbogene	EFC554
Dolchivespula	CB84EE
Doldina	AD24D7
Dolecta	CFF131
Doleranus	9DD311
Dolerepidosis	7BDA84
Dolerocypria	118DACA
Dolerocypris	118EA1A
Doleromima	77B8B
Doleromorpha	F08391
Doleromyrma	BD6C8D
Dolerophyle	D5F171
Doleropus	5D27B2
Doleroserica	6DFBA1
Dolerotarsa	6DFC18
Dolerothera	F083DA
Dolerotricha	D3B966
Doleschalla	9416F4
Doleschallia	E83FB4
Dolia	77BAD	1977F7C
Dolianthus	1F791D9
Dolicaon	77BC9
Dolichacantha	1567F36
Dolichallabes	129219A
Dolichamphilius	128B093
Dolichancistrus	1296D91
Dolichandra	1FD58E1
Dolichandrone	1FD599F
Dolichanthera	19780A0
Dolichaspis	4B8456
Dolichepilysta	4B84BF
Dolicheremaeus	2E3379
Dolichernis	EBD4DC
Dolichesia	CCFCB3
Dolichestola	4B851A
Dolichiomicroscelis	6DFC65
Dolichiscus	112B07B
Dolichiulus	3162CB
Dolichlasium	1D1D90E
Dolichoascus	176E306
Dolichobaris	5D27FA
Dolichobatkenella	77BE8
Dolichobela	D0D19D
Dolichobostrychus	3D0DC9
Dolichocamptopus	77C11
Dolichocentrum	19780C9
Dolichocentrus	109D23F
Dolichocephala	83EF04
Dolichocephalocyrtus	5D2868
Dolichocera	3AA122
Dolichocercus	FFF239
Dolichochaeta	FCA08B
Dolichochaete	19780F7
Dolichochelia	77C39
Dolichocis	57C882
Dolichocladius	7E9785
Dolichocnephalia	9417B4
Dolichocodia	9417FA
Dolichocolon	941853
Dolichocolpodes	42476C
Dolichocoxys	9418C2
Dolichocrabro	77C5E
Dolichoctis	4247B8
Dolichodactyla	85BD68
Dolichodasys	13F4649
Dolichodeira	1978155
Dolichodelphys	1F792B7
Dolichodema	905678
Dolichoderus	BD6CD8
Dolichodexia	77C8D
Dolichodinera	941911
Dolichodipara	C920AA
Dolichodira	77CB0
Dolichodon	77CD2
Dolichodorus	14FE219
Dolichodynerus	BB6AF6
Dolichoenterum	153BD21
Dolichogaster	8A7369
Dolichoglossa	77D06
Dolichoglottis	1D1D96B
Dolichoglyphius	34FCA3
Dolichognatha	27237C
Dolichogonia	94195A
Dolichogryllus	FDD338
Dolichogyna	91522C
Dolichogyne	1978179
Dolichohagla	FF216C
Dolichohedya	F22195
Dolichoiulus	316335
Dolichokentia	197820A
Dolicholagus	121CD05
Dolicholaimus	14EED20
Dolicholana	1131975
Dolicholatirus	14A435C
Dolicholeon	77D2C
Dolicholister	6A890F
Dolicholobium	1F7930D
Dolicholoma	197822D
Dolicholus	1978254
Dolicholygus	AB22AE
Dolichomastix	C14E7C
Dolichomerus	77D74
Dolichometra	1F794DE
Dolichomia	ED15EC
Dolichomiris	AB22F8
Dolichomitra	1AA9751
Dolichomitriopsis	1AA97AF
Dolichomitus	C14ECB
Dolichomyia	79F43F
Dolichomyrma	BD7272
Dolichoneon	25372C
Dolichoneura	D5F1BC
Dolichonobia	2A7B91
Dolichonyx	12F27F8
Dolichopalpellus	94199D
Dolichopelma	7E97D3
Dolichopentas	1F7952F
Dolichopetalum	1F3DF08
Dolichopeza	980138
Dolichophaonia	88D28E
Dolichophis	134F650
Dolichophorus	822CCF
Dolichophryxus	113581B
Dolichopisthen	67D342
Dolichoplia	6DFCCE
Dolichoplomelas	4B858F
Dolichopoda	101A359
Dolichopodomintho	9419E8
Dolichoprosopus	4B85DE
Dolichopscerus	9DD365
Dolichopselephus	C153CF
Dolichopsis	1EE5DBC
Dolichopsyllus	1090131
Dolichopteroides	121D8C5
Dolichopterus	77D9B
Dolichopterys	197841C
Dolichopteryx	121D922
Dolichopus	822D26
Dolichorhyncus	1978444
Dolichoris	AEF82E
Dolichoropica	4B866B
Dolichorrhiza	1D1D9CA
Dolichos	1EE5E0C
Dolichosaccus	154C4DF
Dolichoscelis	5D28EF
Dolichosciara	8EBF1B
Dolichoscius	7819DE
Dolichoscyta	E1B71E
Dolichosiphon	1978469
Dolichosomastis	E1B791
Dolichosomatum	14EA980
Dolichosphaeria	77DD6
Dolichostachys	1FBF021
Dolichostegia	197848F
Dolichostethus	54EEAF
Dolichostoma	941A4B
Dolichostylis	19784B5
Dolichostyrax	4B86B7
Dolichosudis	11CA630
Dolichosybra	4B8732
Dolichotachina	8DC49C
Dolichotarsina	941ABC
Dolichotarsus	941B04
Dolichotelus	5D2977
Dolichotetranychus	2A54B3
Dolichotheca	1ABD0D4
Dolichothele	19784EB
Dolichothrix	9056DA	1D1DA3A
Dolichotis	1334DA5
Dolichotorna	DC8C41
Dolichotrioza	AE6A18
Dolichotrochanter	C15422
Dolichoura	2116A07
Dolichovespula	CB8539
Dolichovigna	197856F
Dolichowithius	2BB814
Dolichoxipha	FDD3EB
Dolichozele	B2ED91
Dolichozygus	119EBB9
Dolichupis	1489AAF
Dolichurella	F221DF
Dolichurus	AF2264
Dolichus	424BDA
Dolichusus	77E0D
Dolicoprosopus	77E2F
Dolicrossea	1474977
Doliichthys	77E57
Doliocarpus	1E635A5
Dolioceuthus	5D29C3
Doliochastis	F2222E
Doliocoitis	11BB389
Doliodactyla	424D4F
Doliodrilus	1AA694
Doliodromia	83F0B7
Doliogethes	79F4BA
Doliolaimus	14F7985
Dolioletta	1386D95
Doliolina	1386DF8
Dolioloides	1386E87
Doliolomyia	941B5A
Doliolum	1386ECB
Doliomalus	2885D8
Doliomyces	17CD6AF
Doliophis	77E7B
Dolioponera	BD72C5
Doliops	4B87B4
Doliopsis	1386F27
Doliopsoides	1386F83
Doliopteryx	79F5CA
Doliopygus	5D2A24
Doliornis	12EA6C9
Doliosaurus	77ECC
Doliosyrphus	77EFB
Doliotechna	EA1126
Doliotettix	9DD3BC
Doliphoceras	77F3E
Dolistenus	31C9EC
Dolithorax	22BDE1C
Dolium	78002
Doljia	782B8
Dollfusentis	1A1C3F
Dollfusichthys	782D9
Dollfusiella	1513A3C
Dollfusnema	14FC608
Dollfustrema	153BD9D
Dollinaria	19785A6
Dollinera	19785C6
Dollingocoris	A45B23
Dollmania	DC196B
Dolloa	78303
Dolloidraco	1224F66
Dolocerus	78339
Doloclanes	10B905C
Dolocosa	232382
Dolodiaptomus	116AE0E
Doloessa	ED16CC
Dologale	13212CC
Doloma	D5F26C
Dolomedes	249A78
Dolomena	14870FE
Dolomiaea	1D1DA8A
Dolomius	4B8951
Dolomyia	10B91F9
Dolonagrion	F806DB
Dolonembia	99220B
Dolophanes	78359
Dolopharoides	4B8998
Dolophilodes	10B9242
Dolophilus	78378
Dolophones	1FA0D1
Dolophrades	4B89E4
Dolophragma	19785EF
Dolophron	C15476
Dolophrosyne	E6CCCE
Dolophrosynella	EA11D2
Dolophyllum	1978620
Dolopichthys	1213CAE
Doloplastus	7E9827
Doloploca	F2227B
Dolopsidea	B2EE15
Dolopsyche	10B957C
Dolopteryx	783AA
Dolopus	781A2C
Doloresia	783CD
Dolos	10F6796
Dolosanthus	1978643
Dolosicoccus	159F906
Dolosigranulum	159FE01
Dolosis	D5F2B5
Dolospingus	12EBF60
Dolotortula	1AD1925
Dolpojestella	1978667
Dolurgocleptes	5D3134
Dolurgus	5D3185
Dolymorpha	DDAB5D
Dolyobius	9DD405
Domatha	2810FF
Dombeya	20EA778
Domecia	10E80C2
Domelia	783EE
Domenechus	F6237C
Dometorina	2CB065
Domeykoa	1CB455B
Dominella	1978698
Domingoa	1B69536
Domingoella	16391C8
Dominia	19786BF
Dominicaphis	373304
Dominicodesmus	33C323
Dominicomyia	824AD8
Dominikia	3D0E43
Dominiperla	1066F21
Domiporta	14AC1D8
Domitia	4B8A5D
Domkeocarpa	19786DE
Domohinea	19786FF
Domolasioptera	7BDACA
Domomyza	7840A
Domopora	11BB3E3
Domoptolis	3AA16C
Domorganus	14E69E5
Domosclerus	11A0E91
Donacaula	D0D1E9
Donacesa	E1B7FF
Donaceus	847A82
Donacia	56C18F
Donaciella	56C32D
Donacilla	142666E
Donacobius	12EB642
Donacochara	21FF17
Donacodes	197871F
Donaconethis	991420
Donacopsis	197879B
Donacosa	2323C3
Donacoscaptes	D0D2C6
Donacospiza	12EBFAC
Donacostola	EA1221
Donadinia	176B06E
Donadiola	B5763F
Donaldia	19787BB
Donaldius	253772
Donaldsonia	19787E3
Donara	7844E
Donaspastus	F00FA5
Donatia	78469	1DBCFC0
Donatinus	78574
Donatophorus	1978808
Donax	14214B9	1C968D1
Donbrachyiulus	78592
Doncricotopus	7E986F
Donda	E1B852
Dondersia	14E45E9
Dondia	1E0D907
Dondice	14CBAFE
Dondisia	1978831
Dondodia	1978876
Donella	1978892
Dongbeiaphis	37334D
Donghaeana	1599325
Dongodytes	424D96
Dongwana	FDD447
Donia	1978986
Donicola	22C5978
Donidea	9DD459
Doniophyton	1D1DB81
Donkelaaria	1978A00
Donkella	160ED40
Donkia	160ED73
Donkioporia	186EDB2
Donleva	9DD49E
Donnaldsoncythere	1190DC7
Donnellia	1AC1A03
Donnellsmithia	1CB45CC
Donnellyanthus	1F795A5
Donneria	157BABC
Donoessus	2537B6
Donopotamon	110FE4C
Donorrhopala	5D31CC
Donotella	785B8
Donovania	785DA
Donovanius	78607
Donquickeia	B2EEB1
Donrichardsia	1AB85AD
Donsiella	117885A
Donsinema	14F0830
Donsinemella	14E7BEE
Donsissonia	15DB608
Dontolobus	424DFD
Dontostemon	1DDDE7D
Dontuzia	1774E1F
Donuca	E1B8C1
Donuctenusa	E1B943
Donuea	22F5E6
Donus	5D3217
Donusa	78634
Donysia	78681
Donzelotauropus	11961E8
Dooabia	D5F2FD
Doodia	1978A23
Dooliba	B2EF02
Doona	1978B7C
Doornia	1978C2C
Dooryichthys	7869F
Doosera	1978C49
Doowella	9DD50A
Dopasia	1347803
Dopatrium	2038C0F
Dopedophrya	229F4E0
Dophora	9B44DA
Doposia	FDD495
Dorachosa	A218B7
Doradana	9DD552
Doradoblatta	3991A5
Doradonotus	786C5
Doraena	1978C68
Doralida	786E9
Doralina	78725
Doralis	78831
Doramasia	788F1
Doraops	12934BA
Doraphis	373395
Doras	1293504
Dorasoma	7890F
Dorasomus	5D32A2
Doraster	13C3A90
Dorata	F0842D
Doratanthera	1978C86
Dorataspis	22A22DE
Doratifera	DCD8AE
Doratiophora	78943
Doratodesmus	32B539
Doratogonus	356187
Doratolepis	1978CB6
Doratometra	1978CDB
Doratomyces	17B8B2D
Doratonotus	1251A2F
Doratopsylla	108DABA
Doratoptera	D5F370
Doratopteryx	DBDADD
Doratospora	17CA630
Doratoxylon	21FCC76
Doratulina	9DD59B
Doratura	9DD75A
Doraturopsis	9DD863
Dorbignyolus	72D2F0
Dorbinia	7897C
Dorcacerus	4B8B0F
Dorcadia	1093A9A
Dorcadida	4B8B58
Dorcadiohammus	789A4
Dorcadion	4B8BAB	1AA3F39
Dorcadiopsis	4BA361
Dorcaloemus	789CB
Dorcapteris	1978D0C
Dorcas	78A03
Dorcaschema	4BA3AF
Dorcaschesis	4BA426
Dorcasina	4BA471
Dorcasoides	6CB777
Dorcasomus	4BA4C2
Dorcasta	4BA54B
Dorcathispa	56C379
Dorcatoma	3A26EC
Dorcatomophaga	C920F9
Dorcatragus	131EC54
Dorcatypus	78A37
Dorceus	20F88C
Dorcianus	4BA6AB
Dorcoceras	1978D2D
Dorcoeax	4BA6F7
Dorcopsis	132E466
Dorcopsulus	132E4C7
Dorculus	6CB7BD
Dorcus	6CB819
